domain,id,original_length,encoded_bytes,decoded_match,unsupported_char_count,verdict
MAIN_GAME,Z_MESSAGE_OTR::L118,102,96,YES,0,PASS
MAIN_GAME,Z_MESSAGE_OTR::L126,87,87,YES,0,PASS
MAIN_GAME,Z_MESSAGE_OTR::L134,91,88,YES,0,PASS
MAIN_GAME,Z_MESSAGE_OTR::L142,4,1,YES,0,PASS
MAIN_GAME,Z_MESSAGE_OTR::L148,101,101,YES,0,PASS
MAIN_GAME,Z_MESSAGE_OTR::L154,87,87,YES,0,PASS
MAIN_GAME,Z_MESSAGE_OTR::L160,56,53,YES,0,PASS
MAIN_GAME,Z_MESSAGE_OTR::L165,103,89,YES,0,PASS
MAIN_GAME,Z_MESSAGE_OTR::L172,101,90,YES,0,PASS
MAIN_GAME,Z_MESSAGE_OTR::L177,8,8,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_GREG_RUPEE,20,20,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_MASTER_SWORD,31,31,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_BOTTLE_WITH_BLUE_FIRE,74,74,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_BOTTLE_WITH_BUGS,88,88,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_BOTTLE_WITH_FAIRY,56,56,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_BOTTLE_WITH_RED_POTION,68,68,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_BOTTLE_WITH_GREEN_POTION,70,70,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_GERUDO_FORTRESS_SMALL_KEY,59,59,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_FOREST_TEMPLE_SMALL_KEY,53,53,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_FIRE_TEMPLE_SMALL_KEY,52,52,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_WATER_TEMPLE_SMALL_KEY,51,51,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_SPIRIT_TEMPLE_SMALL_KEY,55,55,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_SHADOW_TEMPLE_SMALL_KEY,55,55,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_BOTTOM_OF_THE_WELL_SMALL_KEY,50,50,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_GERUDO_TRAINING_GROUND_SMALL_KEY,67,67,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_GANONS_CASTLE_SMALL_KEY,53,53,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_GUARD_HOUSE_KEY,47,47,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_MARKET_BAZAAR_KEY,44,44,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_MARKET_POTION_SHOP_KEY,59,59,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_MASK_SHOP_KEY,47,47,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_MARKET_SHOOTING_GALLERY_KEY,56,56,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_BOMBCHU_BOWLING_KEY,46,46,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_TREASURE_CHEST_GAME_BUILDING_KEY,66,66,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_BOMBCHU_SHOP_KEY,46,46,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_RICHARDS_HOUSE_KEY,44,44,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_ALLEY_HOUSE_KEY,46,46,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_KAK_BAZAAR_KEY,44,44,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_KAK_POTION_SHOP_KEY,59,59,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_BOSS_HOUSE_KEY,42,42,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_GRANNYS_POTION_SHOP_KEY,60,60,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_SKULLTULA_HOUSE_KEY,46,46,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_IMPAS_HOUSE_KEY,41,41,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_WINDMILL_KEY,33,33,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_KAK_SHOOTING_GALLERY_KEY,56,56,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_DAMPES_HUT_KEY,44,44,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_TALONS_HOUSE_KEY,42,42,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_STABLES_KEY,37,37,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_BACK_TOWER_KEY,42,42,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_HYLIA_LAB_KEY,47,47,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_FISHING_HOLE_KEY,35,35,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_GERUDO_FORTRESS_KEY_RING,52,52,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_FOREST_TEMPLE_KEY_RING,46,46,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_FIRE_TEMPLE_KEY_RING,45,45,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_WATER_TEMPLE_KEY_RING,44,44,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_SPIRIT_TEMPLE_KEY_RING,48,48,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_SHADOW_TEMPLE_KEY_RING,48,48,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_BOTTOM_OF_THE_WELL_KEY_RING,43,43,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_GERUDO_TRAINING_GROUND_KEY_RING,60,60,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_GANONS_CASTLE_KEY_RING,46,46,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_TREASURE_GAME_KEY_RING,55,55,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_FOREST_TEMPLE_BOSS_KEY,49,49,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_FIRE_TEMPLE_BOSS_KEY,48,48,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_WATER_TEMPLE_BOSS_KEY,47,47,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_SPIRIT_TEMPLE_BOSS_KEY,51,51,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_SHADOW_TEMPLE_BOSS_KEY,51,51,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_GANONS_CASTLE_BOSS_KEY,49,49,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_DEKU_TREE_MAP,46,46,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_DODONGOS_CAVERN_MAP,54,54,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_JABU_JABUS_BELLY_MAP,58,58,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_FOREST_TEMPLE_MAP,53,53,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_FIRE_TEMPLE_MAP,52,52,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_WATER_TEMPLE_MAP,51,51,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_SPIRIT_TEMPLE_MAP,55,55,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_SHADOW_TEMPLE_MAP,55,55,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_BOTTOM_OF_THE_WELL_MAP,50,50,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_ICE_CAVERN_MAP,52,52,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_DEKU_TREE_COMPASS,39,39,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_DODONGOS_CAVERN_COMPASS,47,47,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_JABU_JABUS_BELLY_COMPASS,51,51,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_FOREST_TEMPLE_COMPASS,46,46,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_FIRE_TEMPLE_COMPASS,45,45,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_WATER_TEMPLE_COMPASS,44,44,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_SPIRIT_TEMPLE_COMPASS,48,48,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_SHADOW_TEMPLE_COMPASS,48,48,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_BOTTOM_OF_THE_WELL_COMPASS,35,35,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_ICE_CAVERN_COMPASS,49,49,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_CHILD_WALLET,75,75,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_GOHMA_SOUL,32,32,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_KING_DODONGO_SOUL,39,39,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_BARINADE_SOUL,35,35,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_PHANTOM_GANON_SOUL,40,40,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_VOLVAGIA_SOUL,35,35,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_MORPHA_SOUL,33,33,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_BONGO_BONGO_SOUL,38,38,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_TWINROVA_SOUL,35,35,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_GANON_SOUL,32,32,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_BRONZE_SCALE,71,71,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_FISHING_POLE,70,70,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_BOMBCHU_BAG,35,35,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_BOMB_BAG_INF,76,76,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_QUIVER_INF,67,67,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_STICK_UPGRADE_INF,38,38,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_NUT_UPGRADE_INF,39,39,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_MAGIC_INF,33,33,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_BOMBCHU_INF,36,36,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_WALLET_INF,34,34,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_SKELETON_KEY,34,34,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_DEKU_STICK_BAG,71,71,YES,0,PASS
MAIN_GAME,Rando::GIMESSAGE::RG_DEKU_NUT_BAG,73,73,YES,0,PASS
MAIN_GAME,Rando::CUSTOM_MSG::L589,71,71,YES,0,PASS
MAIN_GAME,Rando::CUSTOM_MSG::L604,56,56,YES,0,PASS
MAIN_GAME,Rando::CUSTOM_MSG::L689,98,89,YES,0,PASS
MAIN_GAME,Rando::CUSTOM_MSG::L696,59,44,YES,0,PASS
MAIN_GAME,Rando::CUSTOM_MSG::L4609,87,87,YES,0,PASS
MAIN_GAME,Rando::CUSTOM_MSG::L4615,33,33,YES,0,PASS
MAIN_GAME,Rando::CUSTOM_MSG::L4646,60,49,YES,0,PASS
MAIN_GAME,Rando::CUSTOM_MSG::L4670,65,54,YES,0,PASS
MAIN_GAME,0x0001,140,140,YES,0,PASS
MAIN_GAME,0x0002,119,119,YES,0,PASS
MAIN_GAME,0x0003,130,130,YES,0,PASS
MAIN_GAME,0x0004,116,116,YES,0,PASS
MAIN_GAME,0x0005,108,108,YES,0,PASS
MAIN_GAME,0x0006,60,60,YES,0,PASS
MAIN_GAME,0x0007,92,92,YES,0,PASS
MAIN_GAME,0x0008,98,98,YES,0,PASS
MAIN_GAME,0x0009,79,79,YES,0,PASS
MAIN_GAME,0x000A,113,113,YES,0,PASS
MAIN_GAME,0x000B,126,126,YES,0,PASS
MAIN_GAME,0x000C,130,130,YES,0,PASS
MAIN_GAME,0x000D,111,111,YES,0,PASS
MAIN_GAME,0x000E,140,140,YES,0,PASS
MAIN_GAME,0x000F,11,11,YES,0,PASS
MAIN_GAME,0x0010,134,132,YES,0,PASS
MAIN_GAME,0x0011,118,116,YES,0,PASS
MAIN_GAME,0x0012,111,109,YES,0,PASS
MAIN_GAME,0x0013,115,113,YES,0,PASS
MAIN_GAME,0x0014,110,108,YES,0,PASS
MAIN_GAME,0x0015,120,118,YES,0,PASS
MAIN_GAME,0x0016,107,105,YES,0,PASS
MAIN_GAME,0x0017,97,95,YES,0,PASS
MAIN_GAME,0x0018,290,257,YES,0,PASS
MAIN_GAME,0x0019,139,117,YES,0,PASS
MAIN_GAME,0x001A,41,41,YES,0,PASS
MAIN_GAME,0x001B,52,52,YES,0,PASS
MAIN_GAME,0x001C,124,120,YES,0,PASS
MAIN_GAME,0x001D,125,121,YES,0,PASS
MAIN_GAME,0x001E,61,61,YES,0,PASS
MAIN_GAME,0x001F,54,54,YES,0,PASS
MAIN_GAME,0x0020,120,109,YES,0,PASS
MAIN_GAME,0x0021,72,72,YES,0,PASS
MAIN_GAME,0x0022,30,30,YES,0,PASS
MAIN_GAME,0x0023,47,47,YES,0,PASS
MAIN_GAME,0x0024,527,483,YES,0,PASS
MAIN_GAME,0x0025,47,47,YES,0,PASS
MAIN_GAME,0x0026,529,485,YES,0,PASS
MAIN_GAME,0x0027,63,63,YES,0,PASS
MAIN_GAME,0x0028,171,160,YES,0,PASS
MAIN_GAME,0x0029,194,172,YES,0,PASS
MAIN_GAME,0x002A,62,62,YES,0,PASS
MAIN_GAME,0x002B,68,68,YES,0,PASS
MAIN_GAME,0x002C,31,31,YES,0,PASS
MAIN_GAME,0x002D,45,45,YES,0,PASS
MAIN_GAME,0x002E,289,265,YES,0,PASS
MAIN_GAME,0x002F,46,46,YES,0,PASS
MAIN_GAME,0x0030,397,353,YES,0,PASS
MAIN_GAME,0x0031,253,224,YES,0,PASS
MAIN_GAME,0x0032,228,207,YES,0,PASS
MAIN_GAME,0x0033,223,204,YES,0,PASS
MAIN_GAME,0x0034,176,157,YES,0,PASS
MAIN_GAME,0x0035,160,141,YES,0,PASS
MAIN_GAME,0x0036,291,259,YES,0,PASS
MAIN_GAME,0x0037,265,231,YES,0,PASS
MAIN_GAME,0x0038,143,141,YES,0,PASS
MAIN_GAME,0x0039,282,265,YES,0,PASS
MAIN_GAME,0x003A,131,131,YES,0,PASS
MAIN_GAME,0x003B,97,97,YES,0,PASS
MAIN_GAME,0x003C,88,88,YES,0,PASS
MAIN_GAME,0x003D,84,84,YES,0,PASS
MAIN_GAME,0x003E,88,88,YES,0,PASS
MAIN_GAME,0x003F,92,92,YES,0,PASS
MAIN_GAME,0x0040,73,73,YES,0,PASS
MAIN_GAME,0x0041,89,89,YES,0,PASS
MAIN_GAME,0x0042,125,123,YES,0,PASS
MAIN_GAME,0x0043,193,174,YES,0,PASS
MAIN_GAME,0x0044,193,174,YES,0,PASS
MAIN_GAME,0x0045,90,88,YES,0,PASS
MAIN_GAME,0x0046,317,287,YES,0,PASS
MAIN_GAME,0x0047,208,187,YES,0,PASS
MAIN_GAME,0x0048,250,229,YES,0,PASS
MAIN_GAME,0x0049,62,51,YES,0,PASS
MAIN_GAME,0x004A,386,346,YES,0,PASS
MAIN_GAME,0x004B,130,128,YES,0,PASS
MAIN_GAME,0x004C,257,223,YES,0,PASS
MAIN_GAME,0x004D,107,105,YES,0,PASS
MAIN_GAME,0x004E,123,116,YES,0,PASS
MAIN_GAME,0x004F,84,84,YES,0,PASS
MAIN_GAME,0x0050,159,159,YES,0,PASS
MAIN_GAME,0x0051,136,136,YES,0,PASS
MAIN_GAME,0x0052,62,62,YES,0,PASS
MAIN_GAME,0x0053,99,99,YES,0,PASS
MAIN_GAME,0x0054,244,233,YES,0,PASS
MAIN_GAME,0x0055,69,69,YES,0,PASS
MAIN_GAME,0x0056,87,87,YES,0,PASS
MAIN_GAME,0x0057,104,104,YES,0,PASS
MAIN_GAME,0x0058,216,203,YES,0,PASS
MAIN_GAME,0x0059,95,95,YES,0,PASS
MAIN_GAME,0x005A,79,79,YES,0,PASS
MAIN_GAME,0x005B,253,240,YES,0,PASS
MAIN_GAME,0x005C,120,118,YES,0,PASS
MAIN_GAME,0x005D,97,91,YES,0,PASS
MAIN_GAME,0x005E,123,123,YES,0,PASS
MAIN_GAME,0x005F,97,97,YES,0,PASS
MAIN_GAME,0x0060,106,106,YES,0,PASS
MAIN_GAME,0x0061,112,112,YES,0,PASS
MAIN_GAME,0x0062,53,53,YES,0,PASS
MAIN_GAME,0x0063,53,53,YES,0,PASS
MAIN_GAME,0x0064,98,98,YES,0,PASS
MAIN_GAME,0x0065,90,90,YES,0,PASS
MAIN_GAME,0x0066,310,282,YES,0,PASS
MAIN_GAME,0x0067,99,99,YES,0,PASS
MAIN_GAME,0x0068,94,94,YES,0,PASS
MAIN_GAME,0x0069,257,234,YES,0,PASS
MAIN_GAME,0x006A,68,68,YES,0,PASS
MAIN_GAME,0x006B,46,46,YES,0,PASS
MAIN_GAME,0x006C,128,128,YES,0,PASS
MAIN_GAME,0x006D,188,177,YES,0,PASS
MAIN_GAME,0x006E,36,36,YES,0,PASS
MAIN_GAME,0x006F,46,46,YES,0,PASS
MAIN_GAME,0x0070,114,112,YES,0,PASS
MAIN_GAME,0x0071,249,236,YES,0,PASS
MAIN_GAME,0x0072,114,112,YES,0,PASS
MAIN_GAME,0x0073,37,37,YES,0,PASS
MAIN_GAME,0x0074,35,35,YES,0,PASS
MAIN_GAME,0x0075,36,36,YES,0,PASS
MAIN_GAME,0x0076,39,39,YES,0,PASS
MAIN_GAME,0x0077,40,40,YES,0,PASS
MAIN_GAME,0x0078,37,37,YES,0,PASS
MAIN_GAME,0x0079,112,110,YES,0,PASS
MAIN_GAME,0x007A,132,130,YES,0,PASS
MAIN_GAME,0x007B,120,120,YES,0,PASS
MAIN_GAME,0x007C,58,58,YES,0,PASS
MAIN_GAME,0x007D,59,59,YES,0,PASS
MAIN_GAME,0x007E,50,50,YES,0,PASS
MAIN_GAME,0x007F,64,64,YES,0,PASS
MAIN_GAME,0x0080,116,116,YES,0,PASS
MAIN_GAME,0x0081,89,89,YES,0,PASS
MAIN_GAME,0x0082,88,88,YES,0,PASS
MAIN_GAME,0x0083,90,84,YES,0,PASS
MAIN_GAME,0x0084,16,16,YES,0,PASS
MAIN_GAME,0x0085,30,30,YES,0,PASS
MAIN_GAME,0x0086,29,29,YES,0,PASS
MAIN_GAME,0x0087,64,64,YES,0,PASS
MAIN_GAME,0x0088,60,60,YES,0,PASS
MAIN_GAME,0x0089,53,53,YES,0,PASS
MAIN_GAME,0x008A,60,60,YES,0,PASS
MAIN_GAME,0x008B,58,58,YES,0,PASS
MAIN_GAME,0x008C,61,61,YES,0,PASS
MAIN_GAME,0x008D,92,92,YES,0,PASS
MAIN_GAME,0x008E,53,53,YES,0,PASS
MAIN_GAME,0x008F,54,54,YES,0,PASS
MAIN_GAME,0x0090,73,73,YES,0,PASS
MAIN_GAME,0x0091,74,74,YES,0,PASS
MAIN_GAME,0x0092,55,55,YES,0,PASS
MAIN_GAME,0x0093,55,55,YES,0,PASS
MAIN_GAME,0x0094,54,54,YES,0,PASS
MAIN_GAME,0x0095,65,65,YES,0,PASS
MAIN_GAME,0x0096,82,82,YES,0,PASS
MAIN_GAME,0x0097,61,61,YES,0,PASS
MAIN_GAME,0x0098,312,280,YES,0,PASS
MAIN_GAME,0x0099,105,103,YES,0,PASS
MAIN_GAME,0x009A,223,202,YES,0,PASS
MAIN_GAME,0x009B,61,61,YES,0,PASS
MAIN_GAME,0x009C,93,93,YES,0,PASS
MAIN_GAME,0x009D,133,133,YES,0,PASS
MAIN_GAME,0x009E,12,12,YES,0,PASS
MAIN_GAME,0x009F,103,103,YES,0,PASS
MAIN_GAME,0x00A0,117,117,YES,0,PASS
MAIN_GAME,0x00A1,121,121,YES,0,PASS
MAIN_GAME,0x00A2,133,133,YES,0,PASS
MAIN_GAME,0x00A3,132,128,YES,0,PASS
MAIN_GAME,0x00A4,267,254,YES,0,PASS
MAIN_GAME,0x00A5,90,90,YES,0,PASS
MAIN_GAME,0x00A6,90,90,YES,0,PASS
MAIN_GAME,0x00A7,73,73,YES,0,PASS
MAIN_GAME,0x00A8,72,72,YES,0,PASS
MAIN_GAME,0x00A9,131,131,YES,0,PASS
MAIN_GAME,0x00AA,102,102,YES,0,PASS
MAIN_GAME,0x00AB,102,102,YES,0,PASS
MAIN_GAME,0x00AC,91,91,YES,0,PASS
MAIN_GAME,0x00AD,107,105,YES,0,PASS
MAIN_GAME,0x00AE,407,383,YES,0,PASS
MAIN_GAME,0x00AF,127,125,YES,0,PASS
MAIN_GAME,0x00B0,107,107,YES,0,PASS
MAIN_GAME,0x00B1,132,128,YES,0,PASS
MAIN_GAME,0x00B2,123,123,YES,0,PASS
MAIN_GAME,0x00B3,83,83,YES,0,PASS
MAIN_GAME,0x00B4,82,82,YES,0,PASS
MAIN_GAME,0x00B5,82,82,YES,0,PASS
MAIN_GAME,0x00B6,59,59,YES,0,PASS
MAIN_GAME,0x00B7,100,100,YES,0,PASS
MAIN_GAME,0x00B8,54,54,YES,0,PASS
MAIN_GAME,0x00B9,109,109,YES,0,PASS
MAIN_GAME,0x00BA,58,58,YES,0,PASS
MAIN_GAME,0x00BB,101,101,YES,0,PASS
MAIN_GAME,0x00BC,131,131,YES,0,PASS
MAIN_GAME,0x00BD,48,48,YES,0,PASS
MAIN_GAME,0x00BE,54,54,YES,0,PASS
MAIN_GAME,0x00BF,58,36,YES,0,PASS
MAIN_GAME,0x00C0,16,16,YES,0,PASS
MAIN_GAME,0x00C1,94,94,YES,0,PASS
MAIN_GAME,0x00C2,152,152,YES,0,PASS
MAIN_GAME,0x00C3,121,121,YES,0,PASS
MAIN_GAME,0x00C4,121,121,YES,0,PASS
MAIN_GAME,0x00C5,115,115,YES,0,PASS
MAIN_GAME,0x00C6,130,130,YES,0,PASS
MAIN_GAME,0x00C7,83,83,YES,0,PASS
MAIN_GAME,0x00C8,34,34,YES,0,PASS
MAIN_GAME,0x00C9,87,87,YES,0,PASS
MAIN_GAME,0x00CA,59,59,YES,0,PASS
MAIN_GAME,0x00CB,130,126,YES,0,PASS
MAIN_GAME,0x00CC,45,45,YES,0,PASS
MAIN_GAME,0x00CD,112,110,YES,0,PASS
MAIN_GAME,0x00CE,123,121,YES,0,PASS
MAIN_GAME,0x00CF,43,43,YES,0,PASS
MAIN_GAME,0x00D0,12,12,YES,0,PASS
MAIN_GAME,0x00D1,32,32,YES,0,PASS
MAIN_GAME,0x00D2,32,32,YES,0,PASS
MAIN_GAME,0x00D3,31,31,YES,0,PASS
MAIN_GAME,0x00D4,29,29,YES,0,PASS
MAIN_GAME,0x00D5,34,34,YES,0,PASS
MAIN_GAME,0x00D6,40,40,YES,0,PASS
MAIN_GAME,0x00D7,127,98,YES,0,PASS
MAIN_GAME,0x00D8,128,99,YES,0,PASS
MAIN_GAME,0x00D9,125,96,YES,0,PASS
MAIN_GAME,0x00DA,64,64,YES,0,PASS
MAIN_GAME,0x00DB,46,39,YES,0,PASS
MAIN_GAME,0x00DC,103,103,YES,0,PASS
MAIN_GAME,0x00DD,311,277,YES,0,PASS
MAIN_GAME,0x00DE,63,63,YES,0,PASS
MAIN_GAME,0x00DF,126,126,YES,0,PASS
MAIN_GAME,0x00E0,65,65,YES,0,PASS
MAIN_GAME,0x00E1,61,61,YES,0,PASS
MAIN_GAME,0x00E2,42,35,YES,0,PASS
MAIN_GAME,0x00E3,51,51,YES,0,PASS
MAIN_GAME,0x00E4,40,40,YES,0,PASS
MAIN_GAME,0x00E5,39,39,YES,0,PASS
MAIN_GAME,0x00E6,32,32,YES,0,PASS
MAIN_GAME,0x00E7,364,331,YES,0,PASS
MAIN_GAME,0x00E8,77,77,YES,0,PASS
MAIN_GAME,0x00E9,96,96,YES,0,PASS
MAIN_GAME,0x00EA,106,88,YES,0,PASS
MAIN_GAME,0x00EB,58,58,YES,0,PASS
MAIN_GAME,0x00EC,80,80,YES,0,PASS
MAIN_GAME,0x00ED,110,110,YES,0,PASS
MAIN_GAME,0x00EE,84,84,YES,0,PASS
MAIN_GAME,0x00EF,60,60,YES,0,PASS
MAIN_GAME,0x00F0,46,46,YES,0,PASS
MAIN_GAME,0x00F1,52,52,YES,0,PASS
MAIN_GAME,0x00F2,80,80,YES,0,PASS
MAIN_GAME,0x00F3,154,154,YES,0,PASS
MAIN_GAME,0x00F4,75,64,YES,0,PASS
MAIN_GAME,0x00F5,82,71,YES,0,PASS
MAIN_GAME,0x00F6,113,102,YES,0,PASS
MAIN_GAME,0x00F7,88,77,YES,0,PASS
MAIN_GAME,0x00F8,0,0,YES,0,PASS
MAIN_GAME,0x00F9,105,105,YES,0,PASS
MAIN_GAME,0x00FA,177,166,YES,0,PASS
MAIN_GAME,0x00FB,148,137,YES,0,PASS
MAIN_GAME,0x00FC,143,132,YES,0,PASS
MAIN_GAME,0x00FD,142,131,YES,0,PASS
MAIN_GAME,0x00FE,167,156,YES,0,PASS
MAIN_GAME,0x0100,12,12,YES,0,PASS
MAIN_GAME,0x0101,89,74,YES,0,PASS
MAIN_GAME,0x0102,120,113,YES,0,PASS
MAIN_GAME,0x0103,184,171,YES,0,PASS
MAIN_GAME,0x0104,65,65,YES,0,PASS
MAIN_GAME,0x0105,67,67,YES,0,PASS
MAIN_GAME,0x0106,64,64,YES,0,PASS
MAIN_GAME,0x0107,464,428,YES,0,PASS
MAIN_GAME,0x0108,292,258,YES,0,PASS
MAIN_GAME,0x0109,0,0,YES,0,PASS
MAIN_GAME,0x010A,0,0,YES,0,PASS
MAIN_GAME,0x010B,0,0,YES,0,PASS
MAIN_GAME,0x010C,130,128,YES,0,PASS
MAIN_GAME,0x010D,0,0,YES,0,PASS
MAIN_GAME,0x010E,0,0,YES,0,PASS
MAIN_GAME,0x010F,0,0,YES,0,PASS
MAIN_GAME,0x0110,0,0,YES,0,PASS
MAIN_GAME,0x0111,0,0,YES,0,PASS
MAIN_GAME,0x0112,0,0,YES,0,PASS
MAIN_GAME,0x0113,0,0,YES,0,PASS
MAIN_GAME,0x0114,101,90,YES,0,PASS
MAIN_GAME,0x0115,79,79,YES,0,PASS
MAIN_GAME,0x0116,110,110,YES,0,PASS
MAIN_GAME,0x0117,0,0,YES,0,PASS
MAIN_GAME,0x0118,0,0,YES,0,PASS
MAIN_GAME,0x0119,195,177,YES,0,PASS
MAIN_GAME,0x011A,0,0,YES,0,PASS
MAIN_GAME,0x011B,0,0,YES,0,PASS
MAIN_GAME,0x011C,0,0,YES,0,PASS
MAIN_GAME,0x011D,0,0,YES,0,PASS
MAIN_GAME,0x011E,0,0,YES,0,PASS
MAIN_GAME,0x011F,29,22,YES,0,PASS
