id,plain_text,source_file,category,classification
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L23,Small,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L24,Normal,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L25,Large,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L26,X-Large,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L32,Orange,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L33,Green,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L36,Blue,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L38,Indigo,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L39,Violet,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L40,Purple,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L41,Brown,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L42,Gray,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L47,Three-Point,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L48,Linear,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L49,None,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L53,Hidden,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L57,Default,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L58,Authentic,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L99,UNKNOWN,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L127,Settings,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L127,Menu.SettingsSidebarSection,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L128,Settings,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L128,General,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L129,Settings,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L129,General,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L134,Menu.Theme,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L149,Menu.BackgroundOpacity,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L156,CursorVisibility,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L160,CursorVisibility,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L165,Menu.SidebarSearch,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L168,Menu.SidebarSearch,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L177,Menu.SearchAutofocus,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L189,Boot,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L191,BootSequence,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L207,Languages,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L209,TitleScreenTranslation,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L211,Language,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L212,Languages,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L223,Accessibility,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L226,A11yTTS,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L231,A11yDisableIdleCam,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L234,EXPERIMENTAL,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L236,ImGuiScale,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L249,About,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L262,Audio,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L264,Settings,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L264,Audio,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L267,Volume.Master,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L271,Volume.MainMusic,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L276,Volume.MainMusic,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L279,Volume.SubMusic,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L284,Volume.SubMusic,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L287,Volume.Fanfare,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L292,Volume.Fanfare,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L295,Volume.SFX,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L299,Volume.SFX,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L308,Graphics,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L309,Settings,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L309,Graphics,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L355,InterpolationFPS,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L358,InterpolationFPS,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L375,MatchRefreshRate,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L410,Controls,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L412,Settings,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L412,Controls,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L417,Clear,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L418,Cancel,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L429,ControllerConfiguration,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L437,Settings,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L440,InputViewer,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L448,InputViewerSettings,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L455,Notifications,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L457,Settings,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L458,Position,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L459,Notifications.Position,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L466,Notifications.Duration,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L476,Notifications.BgOpacity,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L482,Size:,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L483,Notifications.Size,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L497,This,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L506,Settings,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L508,ModMenu,soh/soh/SohGui/SohMenuSettings.cpp,CONFIGURATION,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L31,Vanilla,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L37,Normal,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L38,Unbreakable,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L43,None,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L44,Navi,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L45,NPCs,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L50,Disabled,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L51,Both,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L57,Disabled,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L65,Always,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L66,Once,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L67,Never,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L96,OHKO,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L100,None,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L101,Vanilla,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L102,Jalapeño,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L103,Serrano,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L104,Habanero,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L111,Always,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L112,Never,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L116,Disabled,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L122,None,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L128,Disabled,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L129,Always,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L130,Random,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L132,Dungeons,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L140,Disabled,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L141,Random,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L147,Enhancements,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L147,Menu.EnhancementsSidebarSection,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L150,Enhancements,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L151,Enhancements,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L154,Saving,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L155,Autosave,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L156,Autosave,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L164,RememberSaveLocation,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L171,ChestSizeAndTextureMatchContents,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L173,ChestSizeAndTextureMatchContents,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L174,ChestSizeDependsStoneOfAgony,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L190,ChestSizeDependsStoneOfAgony,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L192,ChestSizeAndTextureMatchesContents,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L198,NightGSAlwaysSpawn,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L201,DayGravePull,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L204,DampeAllNight,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L208,MarketSneak,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L213,OpenAllHours,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L225,PauseAnyCursor,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L233,PauseWarp,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L238,Controls,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L240,NaviOnL,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L244,NoInputForCredits,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L250,IncludeHeldInputsBufferWindow,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L256,PauseBufferWindow,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L277,InjectItemCounts.GoldSkulltula,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L287,Misc,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L289,DisableCritWiggle,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L293,BetterOwl,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L297,Convenience,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L299,QuitFishingAtDoor,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L304,InstantPutaway,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L307,ResetNaviTimer,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L312,CowOfTime,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L316,TimeSavers.SleepingWaterfall,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L335,TimeSavers.SkipJabuJabuFish,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L345,Enhancements,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L348,Cutscenes,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L349,All##Skips,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,PLAYER_FACING
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L352,TimeSavers.SkipCutscene.Intro,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L353,TimeSavers.SkipCutscene.Entrances,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L354,TimeSavers.SkipCutscene.Story,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L355,TimeSavers.SkipCutscene.LearnSong,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L356,TimeSavers.SkipCutscene.BossIntro,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,INTERNAL_IDENTIFIER
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L357,TimeSavers.SkipCutscene.QuickBossDeaths,soh/soh/SohGui/SohMenuEnhancements.cpp,ENHANCEMENT_MENU,INTERNAL_IDENTIFIER
